country_code,year,tourist_arrivals,co2_pc,life_exp,broadband_p100,mobile_p100,hosp_beds_p1000,tour_receipts_pctexp,pm25,renew_energy_pct,rnd_pct_gdp,population,gdp_pc,urban_pct,region,income_group,country_name
VIR,2008,2435000.0,,77.1634146341463,6.93343305908751,,,,6.04175878448967,0.7,,108397,39152.3750657306,94.3718227372483,Latin America & Caribbean,High income,Virgin Islands (U.S.)
VNM,2008,4236000.0,1.36081249482962,73.455,2.40555802078403,87.903278335388,1.78,5.63917866008523,30.6944439455021,39.3,,85175788,1163.83195772873,29.2198330128693,East Asia & Pacific,Lower middle income,Vietnam
VUT,2008,196600.006103516,0.423102866779089,69.302,0.088146110993583,15.8662999788449,1.73,68.2547090155713,7.80121830577217,52.1,,226896,2603.60883136724,23.9280261965467,East Asia & Pacific,Lower middle income,Vanuatu
WSM,2008,122000.0,0.979060187657335,71.531,0.0841631291851431,,,61.9546209840981,4.9611545034154,45.0,,190107,3373.60639884263,20.4038457706991,East Asia & Pacific,Lower middle income,Samoa
XKX,2008,,,74.711,,31.2073467202855,,,,,,1800858,2889.14677086951,37.7783181358957,Europe & Central Asia,Upper middle income,Kosovo
YEM,2008,,0.999238383332981,66.609,0.103536401268225,25.6650810066812,0.59,,41.6552682993022,0.7,,25111941,1071.63583282105,29.9646637170333,Middle East & North Africa,Low income,"Yemen, Rep."
ZAF,2008,9729000.0,9.85421895195103,55.982,0.833421387107038,88.0374704690533,2.32,8.92450691372603,27.9743331767888,9.7,0.80567,51114599,6184.75474328399,61.7692983894896,Sub-Saharan Africa,Upper middle income,South Africa
ZMB,2008,812000.0,0.165936264405389,54.835,0.0437973895742092,27.1785188664379,1.9,,23.8089370970029,89.8,0.27819,13021324,1375.50211006997,38.9629632271162,Sub-Saharan Africa,Lower middle income,Zambia
ZWE,2008,1956000.0,0.573101063254266,48.456,0.138898009429477,12.7687473922863,,,19.5970488193935,81.6,,12959149,340.917447588572,32.6912786206175,Sub-Saharan Africa,Lower middle income,Zimbabwe
ABW,2009,1420000.0,25.9158329472761,73.974,18.9851047715223,129.26028780611,,35.0418580826918,,0.3,,101604,25134.7712303589,64.3229852842726,Latin America & Caribbean,High income,Aruba
AFG,2009,,0.241722682109421,60.248,0.0036408516811323,38.2289426518893,,4.21685542755338,34.5914422724701,16.5,,27466101,452.053705477043,21.6885475109053,South Asia,Low income,Afghanistan
AGO,2009,366000.0,1.23249451530002,56.225,0.0669201512770172,36.1789120059347,,1.33651307818098,20.2177945705101,53.0,,22414773,3645.14846565169,59.3775316348744,Sub-Saharan Africa,Lower middle income,Angola
ALB,2009,1856000.0,1.49560019934969,78.509,3.10655587968039,83.1929248865178,2.97,65.7578453770332,19.4622092719986,37.1,,2927519,4213.65007574693,50.6132439427449,Europe & Central Asia,Upper middle income,Albania
AND,2009,9112000.0,6.12165234069759,84.1,27.3471771886325,76.9466431432386,,,11.7901943038941,17.1,,83888,43975.0183658196,88.84433315185,Europe & Central Asia,High income,Andorra
ARE,2009,,21.9085560836759,81.679,10.2939917919302,159.114145128907,1.37,,55.8795640874537,0.1,,6707058,37803.0663737818,83.1701992996163,Middle East & North Africa,High income,United Arab Emirates
ARG,2009,4308000.0,4.41088989357125,75.577,8.59390655660771,128.461625505194,,6.71585037667957,15.346371309888,8.6,0.58398,40854831,8150.23527028221,90.8209023233265,Latin America & Caribbean,Upper middle income,Argentina
ARM,2009,575000.0,1.5094118779305,73.0731707317073,1.35419350830431,74.4012001967736,4.1,36.5548516183225,26.6070670400814,7.8,0.29093,3066000,2820.5926553347,64.3519530388516,Europe & Central Asia,Upper middle income,Armenia
ASM,2009,23500.0,,70.839,,,,,4.28619298490016,0.0,,55528,12156.0293905777,86.6035980447517,East Asia & Pacific,High income,American Samoa
ATG,2009,944000.0,5.44675735459121,76.386,19.0251030615518,160.294868900954,,,9.9175285355806,0.0,,84173,16472.2478528568,26.4808350768849,Latin America & Caribbean,High income,Antigua and Barbuda
AUS,2009,5490000.0,18.2001819589981,81.5439024390244,23.9682200041124,101.914285403427,3.76,13.4685129534238,6.93686091726477,7.1,,21691653,42954.8494884573,86.1278139101818,East Asia & Pacific,High income,Australia
AUT,2009,21355000.0,7.51875110192905,80.3317073170732,22.510594883252,137.015093709265,7.68,,15.7213971293354,31.3,2.61279,8343323,47857.4446635266,67.0705895694924,Europe & Central Asia,High income,Austria
AZE,2009,1830000.0,3.56566821757272,69.874,1.10541991807512,85.7487495489887,6.63,2.3946291762937,26.3210725482003,3.3,0.24976,8947243,4950.39949009423,53.1358125434574,Europe & Central Asia,Upper middle income,Azerbaijan
BDI,2009,212000.0,0.0224623988297369,56.422,0.0017881798184684,10.2904048729688,,1.43646583480979,36.8673478821929,94.6,0.14096,8947646,198.431524048225,10.4979900434482,Sub-Saharan Africa,Low income,Burundi
BEL,2009,6815000.0,9.24961568538969,80.0341463414634,29.1619435426182,108.89957259523,6.14,3.80601641373667,17.6017296087544,4.9,1.99134,10796493,44923.3400135081,84.7025801085014,Europe & Central Asia,High income,Belgium
BEN,2009,,0.5210631853076,58.258,0.200443286622122,52.9301199452375,,9.05382977214961,37.0408370393976,52.8,,9509423,1024.10277858112,42.338538285999,Sub-Saharan Africa,Lower middle income,Benin
BFA,2009,269000.0,0.127633337580053,55.791,0.0760467842719439,24.3386946942171,,9.36385408315385,42.023337575802,83.3,0.17787,15710066,601.569520671859,23.7452325601116,Sub-Saharan Africa,Low income,Burkina Faso
BGD,2009,267000.0,0.357158767009139,67.527,0.209909991345477,34.0412611569965,0.49,0.451680313857429,70.6456661196446,43.1,,150873714,679.211477428056,27.3111249057412,South Asia,Lower middle income,Bangladesh
BGR,2009,7873000.0,5.73119372396296,73.4121951219512,13.3284392878162,139.620815193781,6.68,18.3667072497138,25.5598124575499,11.6,0.49338,7444443,6988.63048446496,71.3017349243164,Europe & Central Asia,Upper middle income,Bulgaria
BHR,2009,8861000.0,23.8117084054483,78.016,11.7871249276575,118.449482724389,1.77,11.926299745978,61.7249940251452,0.0,,1178415,19465.3140745038,98.3277849907243,Middle East & North Africa,High income,Bahrain
BHS,2009,4645000.0,4.62952859751561,73.455,8.706761114633,98.8980458091012,3.0,66.1432476563242,5.63017001159731,1.5,,362810,27512.9130950084,82.3977602095684,Latin America & Caribbean,High income,"Bahamas, The"
BIH,2009,311000.0,5.52610300486233,76.701,7.52908530710651,83.953916109979,2.17,16.9954313300686,31.6793038026591,17.4,0.02106,3879794,4539.91863774968,45.4246010387901,Europe & Central Asia,Upper middle income,Bosnia and Herzegovina
BLR,2009,4872000.0,6.43968426694044,70.4073170731707,11.4889164021429,101.881315451425,10.68,2.31293187737764,18.5156153738588,7.4,0.62167,9504583,5352.48809190697,74.1909646620571,Europe & Central Asia,Upper middle income,Belarus
BLZ,2009,941000.0,1.86895763054703,70.806,2.66782677679183,51.751680986776,1.12,,15.1682412538152,25.1,,312614,5399.67100001919,45.4589714924251,Latin America & Caribbean,Upper middle income,Belize
BMU,2009,554000.0,7.262934974709,79.229,62.92771179108,133.721387556045,,,5.20850159566894,0.4,0.18235,63565,104711.712420357,100.0,North America,High income,Bermuda
BOL,2009,599000.0,1.43354506131319,65.656,0.959777961367874,64.5388630004667,1.05,5.63540062910224,27.2772664230114,20.6,0.157,10016275,1731.18172112209,65.9781896386949,Latin America & Caribbean,Lower middle income,Bolivia
BRA,2009,4802000.0,1.88381178441449,73.457,6.10682944207956,88.1849371150662,2.58,3.1529666684941,15.2806856745396,48.9,1.11866,192079951,8678.6592244676,84.0698380333651,Latin America & Caribbean,Upper middle income,Brazil
BRB,2009,1154000.0,5.80725751427443,75.458,20.9048492829861,122.959766236325,,56.739552501502,12.7377986723715,8.5,,274123,16294.9099491834,59.2944920242948,Latin America & Caribbean,High income,Barbados
BRN,2009,,20.4862470425148,74.814,5.20298634634968,107.255450030134,2.91,3.14092381811783,13.9667313258895,0.0,,384952,30946.4673773828,75.0712970872547,East Asia & Pacific,High income,Brunei Darussalam
BTN,2009,23000.0,0.544051574760168,68.156,0.486751932310069,48.8391730116371,1.71,8.88085783316006,35.6511840873713,87.8,,693988,1918.39599211093,33.3396804958817,South Asia,Lower middle income,Bhutan
BWA,2009,,1.90028597663901,58.297,0.502342675065166,94.1440909682303,2.29,15.8831953744724,16.4316451288827,28.9,,1990673,5082.93388332404,62.7501882968523,Sub-Saharan Africa,Upper middle income,Botswana
CAF,2009,52400.0015258789,0.057449996934765,14.665,,19.0689343696367,,,38.1075272116391,93.9,,4529047,456.471673898404,38.476675697093,Sub-Saharan Africa,Low income,Central African Republic
CAN,2009,24696000.0,15.9615601566894,81.0660975609756,30.4200539401656,70.3944880872526,2.79,3.97305432115166,7.36586254245046,22.2,1.91742,33630069,40874.9612318547,80.8591838893921,North America,High income,Canada
CHE,2009,8294000.0,5.37797364121195,82.0439024390244,35.4267868324277,120.4834287435,5.11,5.25287625386313,15.1682362564629,20.0,,7743831,72788.2049524379,73.5741230920283,Europe & Central Asia,High income,Switzerland
CHI,2009,,,81.0,,,,,,,,157511,57778.5407063052,32.0070188116634,Europe & Central Asia,High income,Channel Islands
CHL,2009,3657000.0,3.96955561568827,78.89,9.72781991672884,96.7106593278871,2.25,3.7362022539735,21.7372316720536,31.5,0.35403,17009731,10098.8017167286,86.9124897308683,Latin America & Caribbean,High income,Chile
CHN,2009,126476000.0,6.01010243303337,75.317,7.74497137074886,55.6574567487616,2.32,,49.9422205183624,13.4,1.6366,1331260000,3898.24459158811,48.3417053222656,East Asia & Pacific,Upper middle income,China
CIV,2009,231000.0,0.283812054814804,54.744,0.0454588020514648,59.9342847557544,,1.32371042795774,23.5280741870547,73.7,,21997940,1540.45393569596,46.7979596502274,Sub-Saharan Africa,Lower middle income,Côte d'Ivoire
CMR,2009,498000.0,0.34608330428841,56.486,0.0047085969668055,41.8757501710529,,5.08010078629332,53.5695520826472,79.2,,19113974,1461.38999232337,50.4714131335678,Sub-Saharan Africa,Lower middle income,Cameroon
COD,2009,53000.0,0.0280271564708125,55.798,,14.2422314241676,,0.478001951841303,36.5845653706926,97.0,0.07822,66412044,280.178991035792,38.9962670496049,Sub-Saharan Africa,Low income,"Congo, Dem. Rep."
COG,2009,,0.410345599325953,61.215,0.0029197291705937,68.8659935406248,,1.35575372842216,35.2930149882157,55.9,,4281219,2271.15219175966,62.2172294650265,Sub-Saharan Africa,Lower middle income,"Congo, Rep."
COL,2009,2649000.0,1.59990565917465,74.531,4.77684298362237,95.2296035956824,,7.82728510732361,18.9495726433422,31.4,0.19351,44271541,5250.97292433518,76.5964145836792,Latin America & Caribbean,Upper middle income,Colombia
COM,2009,11300.0001907349,0.19608111078764,62.302,0.0102812225931424,19.097526742862,,41.4028489910021,11.6426058676508,68.5,,641947,1410.30516959473,28.6217975367563,Sub-Saharan Africa,Lower middle income,Comoros
CPV,2009,287000.0,1.055171109318,72.142,2.16777538274908,57.4189800865767,2.0,62.047505466798,15.3986575585921,22.1,,506141,3659.72046361628,60.906420177019,Sub-Saharan Africa,Lower middle income,Cabo Verde
CRI,2009,2309000.0,1.76067779450536,79.372,4.05916630350165,43.3424130142933,1.23,20.5634850406392,19.1397849856144,40.7,0.51718,4499791,6832.69828187486,70.1398469456228,Latin America & Caribbean,Upper middle income,Costa Rica
CUB,2009,2430000.0,2.64140845309341,77.584,0.0255252034158619,5.49952592888765,4.56,,9.70149856287093,19.0,0.61485,11294719,5089.23519757167,76.4930251871133,Latin America & Caribbean,Upper middle income,Cuba
CUW,2009,808000.0,,74.485,,129.053104444088,,,,0.5,,146833,19540.2476579348,91.2354256731905,Latin America & Caribbean,High income,Curaçao
CYM,2009,1792000.0,10.268870097091,75.671,34.769470523395,206.581398000684,,,,0.0,,52618,81373.5711516642,100.0,Latin America & Caribbean,High income,Cayman Islands
CYP,2009,2370000.0,7.38692403804473,80.375,21.4899279697229,119.340861921621,2.74,19.4768802092257,21.2508432668956,6.3,0.44437,1109371,32236.462890625,67.6836053786548,Europe & Central Asia,High income,Cyprus
CZE,2009,23285000.0,10.3083217859627,77.0780487804878,19.5385560961848,125.349158452872,7.16,6.71199717454912,19.2354250009897,10.2,1.28943,10443936,19817.4215836554,73.4084890302159,Europe & Central Asia,High income,Czechia
DEU,2009,24220000.0,8.81859556166104,79.8365853658537,30.8451383310787,129.733283319711,8.34,3.83603694184698,15.3712483653252,10.7,2.68864,81902307,42471.8868625226,80.2745192417062,Europe & Central Asia,High income,Germany
DJI,2009,58000.0,0.552127049376225,60.351,0.579796319801827,14.1275025314664,,4.00593945029091,37.3792233621058,34.4,,911527,1150.9375857489,70.6383251554484,Middle East & North Africa,Lower middle income,Djibouti
DMA,2009,608000.0,1.85334624942088,71.835,10.6006040892193,143.035548327138,,37.8630212046533,12.5040644993826,7.5,,68864,7487.49010395154,67.6071900939817,Latin America & Caribbean,Upper middle income,Dominica
DNK,2009,26571000.0,8.05889560110771,78.5975609756098,36.6222278389614,123.727484183458,3.49,3.6926342282797,11.4178043487941,19.3,3.04209,5523095,58412.7472358513,86.7617653139929,Europe & Central Asia,High income,Denmark
DOM,2009,4489000.0,2.07081010811283,71.587,3.25512505331211,89.0106149754545,1.45,50.7259994237106,12.3012982048972,17.3,,9695265,4973.95186999952,73.5894974865426,Latin America & Caribbean,Upper middle income,Dominican Republic
DZA,2009,1912000.0,3.42301143412689,73.871,2.30484571269816,92.2215091977573,1.74,0.750374408625828,16.9046213507536,0.3,,35490445,4235.42990456612,66.5097384559521,Middle East & North Africa,Lower middle income,Algeria
ECU,2009,968000.0,2.45510427107246,74.901,1.62709934214014,89.3147112152108,1.51,4.27975909284884,18.9870360482816,12.9,0.41055,14825954,4053.36331139298,62.6588021150118,Latin America & Caribbean,Upper middle income,Ecuador
EGY,2009,12536000.0,2.50693511001549,68.915,1.23139297646961,63.2585121037051,1.48,26.3556090573448,42.9563410045474,5.7,0.43312,87501636,2161.63964573927,42.9383470624904,Middle East & North Africa,Lower middle income,"Egypt, Arab Rep."
ERI,2009,79000.0,0.119104459190401,63.203,0.002423919235011,4.88696745195879,1.4,,29.6003330943579,81.7,,2887885,642.92572288007,35.5742034912109,Sub-Saharan Africa,Low income,Eritrea
ESP,2009,91899000.0,6.21697337783496,81.4756097560976,21.0154587159308,109.472490510383,3.14,,12.9657195567806,12.2,1.35898,46362946,32279.8208476151,78.2919921861701,Europe & Central Asia,High income,Spain
EST,2009,3834000.0,10.9143201837372,74.8243902439024,23.5008182668329,117.684904325724,5.37,,9.45844779715572,24.2,1.39673,1334515,14712.4494217916,67.7348909034398,Europe & Central Asia,High income,Estonia
ETH,2009,427000.0,0.0776191388306392,58.715,0.0039746551083362,4.60380846952871,,32.6246228894437,22.68705677205,94.2,,88007636,368.574712267445,17.1511001586914,Sub-Saharan Africa,Low income,Ethiopia
FIN,2009,3423000.0,9.95519427234709,79.719512195122,29.3246343411397,144.225654334936,6.25,4.4459858434403,7.0440238717636,32.5,3.73427,5338871,47478.3495310999,69.546259966947,Europe & Central Asia,High income,Finland
FJI,2009,605000.0,0.929697981259837,66.347,1.41418082776424,70.5437045806011,2.19,48.4596078784153,6.43237587611048,41.6,,907239,3164.13275408169,51.5628013169579,East Asia & Pacific,Upper middle income,Fiji
FRA,2009,192369000.0,5.43835672666487,81.4146341463415,31.457950669807,91.7782383081746,6.81,8.85556814966121,15.6461380644536,11.2,2.21273,64706436,41728.0884164132,77.1005391809676,Europe & Central Asia,High income,France
FRO,2009,,11.8663355112641,80.3695317073171,32.7538204541236,117.537998308895,,,,5.1,,48790,47060.1592550833,36.8888092041016,Europe & Central Asia,High income,Faroe Islands
FSM,2009,47500.0,1.55202000769527,64.865,,25.4731050325593,3.22,,4.77733884230892,1.1,,107957,2565.83639782506,22.2995385016606,East Asia & Pacific,Lower middle income,"Micronesia, Fed. Sts."
GAB,2009,,2.67845740423531,64.361,0.222502280994441,87.2675973605464,,0.395945843236392,27.0071525203874,87.9,0.57924,1661556,7290.57526093114,85.7432582123932,Sub-Saharan Africa,Upper middle income,Gabon
GBR,2009,31072000.0,7.57462213135116,80.0512195121951,28.6007077119006,122.357496035675,3.25,,11.9881960643702,3.0,1.66991,62276270,39009.3715547821,80.8692180088478,Europe & Central Asia,High income,United Kingdom
GEO,2009,1500000.0,1.56893765711413,71.058,3.82756464054958,72.3920059015943,3.48,16.8707944262991,19.8413083613995,36.7,,3814419,2822.68939668797,54.7033821122222,Europe & Central Asia,Upper middle income,Georgia
GHA,2009,803000.0,0.322460194769617,60.928,0.114231524023331,60.7694975888344,,11.157238209007,29.4002555482537,51.9,,24862664,1047.70430093586,50.1111250897099,Sub-Saharan Africa,Lower middle income,Ghana
GIB,2009,,14.0199660152931,81.807,30.162540959673,92.7878532264867,,,,0.0,,30823,,100.0,Europe & Central Asia,High income,Gibraltar
GIN,2009,,0.214326136141025,56.052,,34.3962962020929,,0.436735721003194,28.7735476269784,79.2,,10143534,662.185914665575,33.5352385165154,Sub-Saharan Africa,Lower middle income,Guinea
GMB,2009,142000.0,0.232603869330796,60.735,0.0160305906417687,70.153818860738,,22.9883815739172,34.4537021234745,53.9,0.01086,1871422,774.888030908091,55.3379286345209,Sub-Saharan Africa,Low income,"Gambia, The"
GNB,2009,16000.0,0.154659665438288,56.297,,36.7107863915664,1.0,,31.998167086357,87.9,,1526377,583.190020139094,39.6716434222135,Sub-Saharan Africa,Low income,Guinea-Bissau
GNQ,2009,,5.08234968007207,57.881,0.015849632772814,17.6107030809045,1.9,,33.6438055907674,9.2,,1135673,13232.5019378102,50.4722820636069,Sub-Saharan Africa,Upper middle income,Equatorial Guinea
GRC,2009,,8.27789234499236,80.1878048780488,17.2543940805553,119.688606543586,4.92,27.151351254113,18.6565227951398,9.2,0.63414,11107017,29425.4573200263,76.0174962722535,Europe & Central Asia,High income,Greece
GRD,2009,460000.0,2.42600866763826,74.567,11.1196001941503,102.84933575422,,33.1528585131802,12.5387110180818,10.5,,111254,6932.56472176781,35.8877990260417,Latin America & Caribbean,Upper middle income,Grenada
GRL,2009,,10.2217388988513,69.0321951219512,22.1860514489933,94.5967941686423,,,1.92646127876199,8.8,,56323,44918.8413832155,83.8556137084961,Europe & Central Asia,High income,Greenland
GTM,2009,1311000.0,0.82785497388694,69.676,1.09738512118825,121.749666616511,,12.889307803375,31.5886539218028,65.3,0.0562,14215611,2611.64632773352,50.7420420912045,Latin America & Caribbean,Upper middle income,Guatemala
GUM,2009,1053000.0,,76.141,1.80534743911466,,,,3.95876445688843,0.5,,166173,29054.0581201519,94.0673223633488,East Asia & Pacific,High income,Guam
GUY,2009,141000.0,2.09980380666038,66.03,0.907200429733517,64.9563751339593,,,16.8733263469667,31.3,,752094,4209.13230624565,26.620074648793,Latin America & Caribbean,High income,Guyana
HKG,2009,29591000.0,6.04470198485544,82.7751219512195,29.0662267938968,178.317359257252,,5.3215217776043,,0.1,0.77342,6972800,30697.5383861641,100.0,East Asia & Pacific,High income,"Hong Kong SAR, China"
HND,2009,1589000.0,0.979841745279819,69.823,,102.452484456768,0.55,14.5086412375374,30.0063567642572,50.5,,8189899,1781.15703614674,50.6740175729851,Latin America & Caribbean,Lower middle income,Honduras
HRV,2009,47573000.0,4.77885555413565,76.1682926829268,16.6418978640678,108.455735141618,5.52,45.1296760919164,21.0753069224242,27.2,0.82999,4305181,14474.52513863,55.3096640250682,Europe & Central Asia,High income,Croatia
HTI,2009,826000.0,0.230376834363998,61.694,,37.6486867698407,,40.2318536721148,14.1802498002384,80.3,,9689581,1196.8528706018,45.3786413995138,Latin America & Caribbean,Lower middle income,Haiti
HUN,2009,40624000.0,4.84011144757125,73.9048780487805,19.7645064510111,117.908502208396,7.16,7.14854738247668,20.5774180531898,12.3,1.13027,10022650,13051.1831777184,68.4592590332031,Europe & Central Asia,High income,Hungary
IDN,2009,6324000.0,1.86516540256931,68.267,0.766310659252124,67.2958400448831,0.58,4.82995589817024,21.1492894131616,38.2,0.08332,243220028,2218.48541852977,49.16775798133,East Asia & Pacific,Upper middle income,Indonesia
IMN,2009,,,79.303,,,,,,1.9,,82939,66156.105656847,51.7305375428215,Europe & Central Asia,High income,Isle of Man
IND,2009,5168000.0,1.43184425374633,66.7,0.632032113675308,42.8461358054675,1.84,,52.2626731220367,37.4,0.83314,1225524753,1094.94974598436,30.5185314023263,South Asia,Lower middle income,India
IRL,2009,7189000.0,8.88901094176336,80.190243902439,21.5358272794807,103.766086014409,2.83,4.18346498086298,9.08300797287398,5.3,1.61371,4535375,52133.0906162544,61.6421022728798,Europe & Central Asia,High income,Ireland
IRN,2009,2116000.0,7.52200253869157,74.041,0.52316424120095,68.7372417407898,1.5,,42.9215967955247,0.8,0.27258,76457825,5415.52280553446,69.99007683587,Middle East & North Africa,Lower middle income,"Iran, Islamic Rep."
IRQ,2009,1262000.0,3.49715293558192,67.834,0.0004025523013582,66.9264027267629,1.11,3.44043034209698,54.0214507161786,1.2,0.04562,30058206,3714.71205987194,68.9742328505284,Middle East & North Africa,Upper middle income,Iraq
ISL,2009,563000.0,6.44749277077793,81.7512195121951,33.6057650057123,106.62341656937,3.7,,4.9519207936242,74.7,2.59713,318499,41483.7843682814,93.4441340553707,Europe & Central Asia,High income,Iceland
ISR,2009,2740000.0,8.61247288126536,81.4048780487805,23.9103114918258,125.199553267123,3.32,7.24742992952216,20.9195246077765,8.5,4.01799,7485600,28469.6817348489,91.7319738585748,Middle East & North Africa,High income,Israel
ITA,2009,71692000.0,6.79565148637292,81.6365853658537,20.1731687077376,150.295257362571,3.64,,19.737289933122,12.5,1.21261,59555454,37099.6133958219,68.0494239486665,Europe & Central Asia,High income,Italy
JAM,2009,2753000.0,2.76063146512834,71.717,4.09942290723951,108.003887475132,1.7,51.2594333487304,20.9800820823865,7.4,,2736995,4428.38153333557,53.5618180258738,Latin America & Caribbean,Upper middle income,Jamaica
JOR,2009,7085000.0,3.20944402646136,73.707,3.33245913153255,84.2141418220428,1.59,31.3892072223496,30.7434737160752,2.8,,7141753,3845.34388086274,81.1117480967305,Middle East & North Africa,Lower middle income,Jordan
JPN,2009,6790000.0,8.62081638773263,82.9314634146342,25.6358294679867,90.7193519244929,13.6,1.87382470303388,14.0497129866005,4.5,3.1959,128047000,41678.1783063195,90.1131158718189,East Asia & Pacific,High income,Japan
KAZ,2009,3774000.0,13.2568625987645,67.46,3.4738228019682,102.667617979132,7.3,2.27825242181284,20.807377086993,1.3,0.22924,16619846,6938.01175663001,54.1167144748885,Europe & Central Asia,Upper middle income,Kazakhstan
KEN,2009,1490000.0,0.306941207942779,60.483,0.0450395928955338,47.9215304374475,,15.219802454178,19.4667390556751,75.6,,40408891,1047.9678324485,31.8603086707305,Sub-Saharan Africa,Lower middle income,Kenya
KGZ,2009,2451000.0,1.26154663496368,69.1024390243903,0.32150754898984,83.1255498557153,5.15,12.8644147769196,22.5304883394638,24.7,0.15997,5389643,870.198894546917,35.2815523593591,Europe & Central Asia,Lower middle income,Kyrgyz Republic
KHM,2009,2162000.0,0.330259354581565,66.747,0.210130974636491,43.9033649673842,,29.4632349925052,19.7623268743892,68.0,,14276810,875.748936193569,20.1979728726519,East Asia & Pacific,Lower middle income,Cambodia
KIR,2009,,0.401091798584043,65.808,0.718532503029108,9.30523072877042,,,5.28400276045109,50.4,,106467,1316.62753853678,47.3510238975116,East Asia & Pacific,Lower middle income,Kiribati
KNA,2009,548000.0,4.39584561568997,71.488,27.709097109728,160.925910137267,,21.6624374682526,10.1735923252361,0.0,,46916,16503.4119292794,31.4311032932653,Latin America & Caribbean,High income,St. Kitts and Nevis
KOR,2009,7818000.0,10.3201094917268,79.9682926829268,33.675976694352,98.7589987345583,8.32,3.03845099942173,24.4948874893572,1.2,3.02145,49307835,19937.3029137734,81.9245045084002,East Asia & Pacific,High income,"Korea, Rep."
KWT,2009,5088000.0,30.9704949273468,77.4333658536585,1.60973913640715,93.6658195861611,2.52,1.00168246770911,67.5104915176752,0.0,0.11213,2795484,37907.1001320042,100.0,Middle East & North Africa,High income,Kuwait
LAO,2009,2008000.0,0.204449551335525,63.023,0.0691644922922526,51.823574629881,1.03,18.6904548416207,27.4987686345249,66.4,,6241642,935.03237283283,30.0420311503825,East Asia & Pacific,Lower middle income,Lao PDR
LBN,2009,1844000.0,4.98966904413797,77.262,3.94608723416743,47.8801999965146,3.45,33.9241730844647,25.1145543368398,4.3,,4992287,7090.85493856621,87.4558678091878,Middle East & North Africa,Lower middle income,Lebanon
LBR,2009,,0.135653470209323,59.106,0.0038041829781579,27.5184959376398,0.7,27.0881662552644,20.5639446462561,91.8,,3943028,448.386367025545,47.6245255922562,Sub-Saharan Africa,Low income,Liberia
LBY,2009,,9.47205276608453,72.071,0.989525790968802,149.749665681643,3.7,0.424679487179487,25.0604894111113,2.6,,6366686,9551.05403869755,88.1345825195312,Middle East & North Africa,Upper middle income,Libya
LCA,2009,982000.0,2.25137701582253,72.946,10.9413724693735,111.696660367695,,43.4295504945244,12.1397412967982,15.1,,169869,8250.52180732734,18.9805947108213,Latin America & Caribbean,Upper middle income,St. Lucia
LIE,2009,66500.0,1.43538556170665,81.5,44.7489990760702,97.992552566005,,,,55.1,,35742,126024.714567466,14.4314852298684,Europe & Central Asia,High income,Liechtenstein
LKA,2009,538000.0,0.656312555771866,70.298,0.817095999385251,78.5559610790581,3.41,8.39933607370028,26.9273522787623,63.5,,20756435,2026.65939950702,16.7428136405592,South Asia,Lower middle income,Sri Lanka
LSO,2009,344000.0,1.09871489281199,45.055,0.0201930149332394,33.3689571771781,,,30.247209036785,54.0,0.0291,1980883,878.847950537772,26.2591028264855,Sub-Saharan Africa,Lower middle income,Lesotho
LTU,2009,4001000.0,3.95810005703598,72.9146341463415,20.0356658048958,156.847948346861,7.18,,16.5766224040475,20.1,0.82848,3162916,11854.3711053096,66.7816619873047,Europe & Central Asia,High income,Lithuania
LUX,2009,847000.0,20.8771251730172,80.6365853658537,31.3376302472766,144.524044184212,5.46,6.08826334310201,15.8278523160759,3.7,1.58839,497783,109419.746953106,88.0379076027949,Europe & Central Asia,High income,Luxembourg
LVA,2009,4727000.0,3.37649001783189,73.0804878048781,21.2280519111895,107.542192196889,6.74,,18.4795874852956,38.4,0.46114,2141669,11996.0322729773,67.8323653539295,Europe & Central Asia,High income,Latvia
MAC,2009,21753000.0,3.94403907765466,82.1756097560976,22.9564881898075,188.792009943893,,89.5673175253622,,3.0,0.05407,535000,40354.2810293673,100.0,East Asia & Pacific,High income,"Macao SAR, China"
MAF,2009,,,78.513,,,,,,,,36502,,100.0,Latin America & Caribbean,High income,St. Martin (French part)
MAR,2009,8661000.0,1.64058371303915,70.454,1.49700703492122,79.0201255804651,0.85,33.2516448934437,20.6913110754172,14.2,,32030778,3119.58862304688,57.7306189138977,Middle East & North Africa,Lower middle income,Morocco
MCO,2009,265000.0,,84.187,41.4040291682116,71.0666172290199,15.19,,16.6332638499451,,,32364,169150.337647299,100.0,Europe & Central Asia,High income,Monaco
MDA,2009,60000.0,1.27629063687386,69.406,5.06352851025711,57.6440352813251,5.92,14.0443685008222,18.0402178046418,4.8,0.52557,2865213,1898.43975710988,39.3255348205566,Europe & Central Asia,Upper middle income,Moldova
MDG,2009,,0.0861077631854079,62.304,0.0212370192432641,29.162840971111,,16.6799539098928,14.9536421615043,87.2,0.13054,21547280,446.315238370592,27.5933392025561,Sub-Saharan Africa,Low income,Madagascar
MDV,2009,656000.0,2.49293231894973,76.371,4.41605053477855,131.439236235733,3.91,,14.0842694019616,1.5,,348275,6734.03165601895,36.3718272129661,South Asia,Upper middle income,Maldives
MEX,2009,88044000.0,4.12060076622679,73.628,8.60820715794462,74.2801618229031,1.02,5.00043366886945,17.0732009766688,9.2,0.45748,111999721,8423.56933148639,76.5143930040295,Latin America & Caribbean,Upper middle income,Mexico
