country_code,year,tourist_arrivals,co2_pc,life_exp,broadband_p100,mobile_p100,hosp_beds_p1000,tour_receipts_pctexp,pm25,renew_energy_pct,rnd_pct_gdp,population,gdp_pc,urban_pct,region,income_group,country_name
CYM,1998,1275000.0,11.3682829888712,74.08,,13.99339577,,,,0.0,,36922,,100.0,Latin America & Caribbean,High income,Cayman Islands
CYP,1998,2357000.0,7.04987432651336,77.164,,17.04920193,,41.1707253099401,27.6918236889,3.2,0.20331,914548,15092.828125,68.6080447821551,Europe & Central Asia,High income,Cyprus
CZE,1998,,11.9039601537656,74.5146341463415,,9.406584208,,,22.3576527715842,6.0,1.05423,10294373,6526.59635780951,74.2547289190302,Europe & Central Asia,High income,Czechia
DEU,1998,16511000.0,10.4252731613799,77.4756097560976,,17.06605986,9.3000001907,,19.6519103263453,3.0,2.20748,82047195,27395.9440608051,80.0722584625357,Europe & Central Asia,High income,Germany
DJI,1998,21000.0,0.463350631490482,56.426,,0.03165832,,4.4711499756533,38.6863201663521,29.6,,699352,735.349107889529,74.2489779796812,Middle East & North Africa,Lower middle income,Djibouti
DMA,1998,312000.0,1.09556124626547,71.352,,0.942876208,,31.0018811228104,12.9581256950912,15.0,,69124,4664.24268142919,65.0664964386069,Latin America & Caribbean,Upper middle income,Dominica
DNK,1998,,11.2273041516574,76.1390243902439,,36.44279893,4.5,5.1267907951499,15.3467589398606,8.5,2.00749,5304219,33346.4884298957,85.0920806648854,Europe & Central Asia,High income,Denmark
DOM,1998,2702000.0,2.21751536062437,69.875,,2.528143136,,45.0295944617573,14.6587992636019,20.4,,8310362,2607.85457321405,59.4555813779028,Latin America & Caribbean,Upper middle income,Dominican Republic
DZA,1998,678000.0,3.52717359844819,69.327,,0.060151043,2.0999999046,,14.7668863881676,0.5,,30054133,1603.36623200836,58.3146995318038,Middle East & North Africa,Lower middle income,Algeria
ECU,1998,511000.0,1.84648038024036,71.949,,1.990312216,,6.59411804670234,38.5433254047614,18.2,0.06517,12251184,2284.01572847769,59.8393139134949,Latin America & Caribbean,Upper middle income,Ecuador
EGY,1998,3454000.0,1.81428671673163,66.635,,0.132638847,,23.453443877551,50.4131465305969,8.5,0.1991,69943294,1212.82259820477,42.6559554142127,Middle East & North Africa,Lower middle income,"Egypt, Arab Rep."
ERI,1998,188000.0,0.183109853133608,49.997,,0.0,,30.9524272999637,38.8795826731935,75.0,,2180419,341.91736400208,32.4002451026521,Sub-Saharan Africa,Low income,Eritrea
ESP,1998,68068000.0,6.50220349994825,78.6658536585366,,15.94912844,4.1999998093,19.771944873185,16.3630019112183,8.9,0.8487,40223509,15382.3348573373,75.9145056905294,Europe & Central Asia,High income,Spain
EST,1998,2909000.0,11.7669410946531,69.3585365853659,,17.50349184,7.5799999237,19.2793680083826,17.1181902696093,17.9,0.56501,1386156,4093.39247738765,67.6521763500664,Europe & Central Asia,High income,Estonia
ETH,1998,112000.0,0.0512727053193219,49.785,,0.0,,15.9682269571911,20.7882577661162,95.7,,63363524,126.465095781244,14.5135431289673,Sub-Saharan Africa,Low income,Ethiopia
FIN,1998,2644000.0,11.0582844894866,77.0907317073171,,55.22384208,7.8000001907,4.92681193766828,9.70531763612068,30.5,2.78542,5153498,25999.9861694953,66.1787142075127,Europe & Central Asia,High income,Finland
FJI,1998,499000.0,0.962208630351799,66.536,,0.98286377,,33.149370950324,6.36677513557269,45.4,,822258,2010.49636073149,47.2625624522263,East Asia & Pacific,Upper middle income,Fiji
FRA,1998,,6.27126746876298,78.6048780487805,0.023181681,19.30102205,8.3999996185,,18.3730599136843,9.7,2.10343,60190684,24869.4030795939,75.8918556090764,Europe & Central Asia,High income,France
FRO,1998,,13.3832116788321,77.9979951219512,,14.52357071,,,,3.1,,44674,24729.019906458,35.463436126709,Europe & Central Asia,High income,Faroe Islands
FSM,1998,13399.9996185303,1.08412941850367,64.509,,0.0,,,4.67541435370567,0.8,,111377,1944.03332824551,23.0414720747208,East Asia & Pacific,Lower middle income,"Micronesia, Fed. Sts."
GAB,1998,274000.0,4.25177933512291,61.506,,0.801268275,,5.17322927588852,29.0313975564641,69.7,,1211736,3699.99513906504,77.7979485501723,Sub-Saharan Africa,Upper middle income,Gabon
GBR,1998,25745000.0,9.09440391350297,77.190243902439,,25.45932146,4.4000000954,8.23743263842199,18.6029604482709,1.0,1.54777,58487141,28396.3523548013,79.391563988228,Europe & Central Asia,High income,United Kingdom
GEO,1998,317000.0,1.10566509928019,69.787,,1.327902213,5.7100000381,34.4257366205652,20.8647149705479,47.5,0.35384,4243607,851.515542450841,52.8545115995706,Europe & Central Asia,Upper middle income,Georgia
GHA,1998,348000.0,0.35497929919196,57.525,,0.223102599,,12.0077418335506,36.4152345218862,73.6,,18688036,400.366799508524,42.4529260811866,Sub-Saharan Africa,Lower middle income,Ghana
GIB,1998,,10.0005843966105,79.477,,8.847155884,,,,0.0,,27650,,100.0,Europe & Central Asia,High income,Gibraltar
GIN,1998,23000.0,0.176810241956737,51.61,,0.269838956,,0.534965624197223,29.7900002887043,84.3,,8081990,647.379920832778,30.3398459469057,Sub-Saharan Africa,Lower middle income,Guinea
GMB,1998,91000.0,0.183200912360975,56.007,,0.372219506,,,41.1790468719992,57.5,,1376987,610.234711461724,43.96201460512,Sub-Saharan Africa,Low income,"Gambia, The"
GNB,1998,,0.143634340765804,48.123,,0.0,,,36.1263286285179,89.0,,1187473,497.724279563733,36.1495398230088,Sub-Saharan Africa,Low income,Guinea-Bissau
GNQ,1998,,0.291199686591738,52.646,,0.04716277,,,40.3370781854438,58.2,,641474,577.868525342745,38.810342340543,Sub-Saharan Africa,Upper middle income,Equatorial Guinea
GRC,1998,11364000.0,8.18536787758865,77.8390243902439,,18.71204971,4.8000001907,,26.1043718327964,7.6,,10720509,13022.9648774809,72.3911938989336,Europe & Central Asia,High income,Greece
GRD,1998,392000.0,1.73741720873762,72.762,,1.327683616,,50.0849275880565,12.1910211598458,10.2,,106009,4206.28052894181,35.473124174921,Latin America & Caribbean,Upper middle income,Grenada
GRL,1998,,9.41262032085561,66.1570731707317,,15.85624432,,,1.56408146326567,9.3,,56100,20496.578783559,81.1202621459961,Europe & Central Asia,High income,Greenland
GTM,1998,636000.0,0.786197351578807,65.969,,0.996465318,,9.43558563726052,36.8528153826007,62.0,,11139145,1741.20114182856,39.9406715289323,Latin America & Caribbean,Upper middle income,Guatemala
GUM,1998,1137000.0,,74.753,,8.210057752,,,4.19130516299399,0.4,,156237,,92.7914711219447,East Asia & Pacific,High income,Guam
GUY,1998,66000.0,2.18679283120831,63.429,,0.192151141,,16.1595574319406,25.622846662989,27.6,,763586,939.685488169724,29.0315973956489,Latin America & Caribbean,High income,Guyana
HKG,1998,10160000.0,5.97539939178141,80.1068292682927,0.168040063,48.4928334,,3.91967931208902,,0.1,0.4283,6543700,25808.8609899709,100.0,East Asia & Pacific,High income,"Hong Kong SAR, China"
HND,1998,324000.0,0.750926433448438,62.432,,0.553155193,,7.21649484536082,37.8532920057408,62.9,,6234431,988.655986927253,44.3018421264124,Latin America & Caribbean,Lower middle income,Honduras
HRV,1998,25499000.0,4.47763430348811,72.3170731707317,,3.916366162,6.0599999428,,24.9493894528489,28.1,,4532135,5712.49829262763,55.5584318277687,Europe & Central Asia,High income,Croatia
HTI,1998,393000.0,0.149193502002729,57.137,,0.124055688,,27.6505477341326,15.414054963529,83.3,,8002143,465.363306259051,33.8786759252981,Latin America & Caribbean,Lower middle income,Haiti
HUN,1998,33624000.0,5.76272094769723,70.5578048780488,,10.42936893,8.1000003815,14.2329377542421,23.2644019786682,5.2,0.65606,10266570,4751.7732430202,63.6080202030422,Europe & Central Asia,High income,Hungary
IDN,1998,4606000.0,1.04124592062912,65.942,,0.512769723,0.6,,27.4132212852635,48.9,,209826788,454.877800792123,39.9075139498987,East Asia & Pacific,Upper middle income,Indonesia
IMN,1998,,,74.204,,,,,,,,73861,18753.1202301034,51.8123361086376,Europe & Central Asia,High income,Isle of Man
IND,1998,2359000.0,0.921501663720656,61.852,,0.11703148,,,49.8580251319472,48.0,0.70378,1018665080,413.630864056851,27.1832515534447,South Asia,Lower middle income,India
IRL,1998,6064000.0,10.3845932982393,76.1804878048781,,25.71583674,4.8000001907,,12.6653409888827,2.3,1.20801,3712696,24294.8547674007,58.6407683900153,Europe & Central Asia,High income,Ireland
IRN,1998,1008000.0,4.82793952109705,69.214,,0.614505622,,4.39943665750117,35.8729185775843,0.8,,64519859,1709.19334096046,62.9052391052246,Middle East & North Africa,Lower middle income,"Iran, Islamic Rep."
IRQ,1998,45000.0,3.26142842013948,64.405,,0.0,1.4500000477,,46.9622321641111,0.4,,22884399,900.937142559106,67.4917273345237,Middle East & North Africa,Upper middle income,Iraq
ISL,1998,255000.0,7.66726510416096,79.6024390243903,,38.01884901,,12.9410003404714,6.13420443057926,57.2,1.95098,274047,31519.1647473126,91.6760097262822,Europe & Central Asia,High income,Iceland
ISR,1998,2200000.0,9.56208172835371,78.1487804878049,,36.57890002,6.0999999046,11.0701561144306,28.1940034081738,6.1,2.80723,5971000,20175.625397054,91.1059081529216,Middle East & North Africa,High income,Israel
ITA,1998,58499000.0,7.7346487614895,78.9756097560976,,35.98428894,5.5,10.2542421019442,28.9307203482223,4.8,1.00275,56906744,22365.1837644545,67.0286199053679,Europe & Central Asia,High income,Italy
JAM,1998,1899000.0,3.72125021109633,71.17,,3.051502251,,40.7825521602932,18.9809007277624,10.5,,2569736,3419.49352868739,51.2645934193083,Latin America & Caribbean,Upper middle income,Jamaica
JOR,1998,3438000.0,2.95121382037666,71.521,,1.701530612,,29.8552432054123,21.0829744566428,2.2,,5164284,1532.11380395602,78.2751272220723,Middle East & North Africa,Lower middle income,Jordan
JPN,1998,4106000.0,9.16004415348101,80.5014634146342,0.025334817,37.45403769,15.0,1.31021578415438,12.6253040051049,3.8,2.82745,126400000,32835.1192750829,78.3266396189341,East Asia & Pacific,High income,Japan
KAZ,1998,257000.0,8.44797111065402,63.349,,0.191931708,8.1899995804,6.7013048355671,18.0548066303967,1.5,0.22039,15647785,1414.59289652597,56.3528764778678,Europe & Central Asia,Upper middle income,Kazakhstan
KEN,1998,894000.0,0.337139584027479,55.568,,0.03691479,,27.7575269716516,17.4798130600049,77.9,,28888057,487.883239905452,18.8798697768976,Sub-Saharan Africa,Lower middle income,Kenya
KGZ,1998,290000.0,1.24873306772908,67.0512195121951,,0.028064124,8.3000001907,2.00711304082202,21.9466928989492,25.1,0.21064,4769015,345.137046084246,35.377704663362,Europe & Central Asia,Lower middle income,Kyrgyz Republic
KHM,1998,287000.0,0.168208993149441,57.859,,0.525705675,,13.1722194527702,26.4991719672225,81.3,,12058173,258.780953189377,18.3715559169572,East Asia & Pacific,Lower middle income,Cambodia
KIR,1998,,0.35973022685469,64.1,,0.02563983,1.7999999523,,4.91415028469354,59.1,,85657,874.484349123221,40.5328905371864,East Asia & Pacific,Lower middle income,Kiribati
KNA,1998,250000.0,3.39253559582102,67.891,,0.99479991,,48.9717716183421,10.7897553992395,32.0,,43998,8710.78984057184,33.1397511212637,Latin America & Caribbean,High income,St. Kitts and Nevis
KOR,1998,4250000.0,7.88207087063803,75.0048780487805,0.030270101,30.31034269,5.0999999046,5.33201350458413,21.3254042881721,0.9,2.03608,46286503,8583.43557499234,79.1812369650495,East Asia & Pacific,High income,"Korea, Rep."
KWT,1998,1763000.0,28.1781536556425,75.9642926829269,,13.73970621,,4.00578150121066,57.8643571440293,0.0,0.25796,1844302,14066.9509572183,98.5480279188186,Middle East & North Africa,High income,Kuwait
LAO,1998,500000.0,0.133131537987673,57.549,,0.122986391,,20.1537502597133,37.939809980809,86.6,,5248266,243.923962451418,19.8765944516706,East Asia & Pacific,Lower middle income,Lao PDR
LBN,1998,631000.0,5.34632047838903,73.201,,12.09203443,,,24.6132271904332,5.5,,4181281,4124.85527892575,85.7699966430664,Middle East & North Africa,Lower middle income,Lebanon
LBR,1998,,0.146618937524843,49.367,,0.0,,,17.8515871467685,88.5,,2670124,134.675393352518,43.189424629289,Sub-Saharan Africa,Low income,Liberia
LBY,1998,850000.0,8.75266085933563,70.657,,0.401528861,,0.42864251514608,22.6920369642758,2.1,,5140704,5301.08354775559,86.0399388978625,Middle East & North Africa,Upper middle income,Libya
LCA,1998,629000.0,2.01084976792464,70.68,,1.211309808,,72.5875401364163,11.867597648784,25.1,0.57395,154677,5672.51373770766,28.4550646075721,Latin America & Caribbean,Upper middle income,St. Lucia
LIE,1998,59000.0,,77.7463414634146,,23.29916123,,,,52.6,,31668,78302.9905905848,15.5030549446521,Europe & Central Asia,High income,Liechtenstein
LKA,1998,409000.0,0.421383016182319,70.134,,0.938548009,,6.4459083089032,32.5516315651655,64.2,,18596003,847.533577843861,14.9379455930521,South Asia,Lower middle income,Sri Lanka
LSO,1998,290000.0,0.985183187007248,52.029,,0.495105102,,9.36812639068079,29.3766162083689,50.6,,1998049,464.683745548265,18.2204915806807,Sub-Saharan Africa,Lower middle income,Lesotho
LTU,1998,4287000.0,4.56343434861386,71.219512195122,,7.300894009,10.029999733,11.2898167644819,27.4062664517142,12.9,0.54142,3549331,3180.64498555255,67.1089563241809,Europe & Central Asia,High income,Lithuania
LUX,1998,789000.0,17.3204662114434,77.0170731707317,,30.80925647,6.8000001907,,17.6024418674059,6.7,,424700,47445.3863148198,83.5316200221732,Europe & Central Asia,High income,Luxembourg
LVA,1998,1788000.0,3.34592092427487,69.0121951219512,,6.80085626,9.4099998474,7.91952054794521,31.2578646227466,35.4,0.38967,2410019,2893.79998716563,68.2946532826521,Europe & Central Asia,High income,Latvia
MAC,1998,6949000.0,3.80267032991165,78.2463414634146,,19.60809597,,,,0.2,,422300,16094.9913844594,99.9715700365331,East Asia & Pacific,High income,"Macao SAR, China"
MAF,1998,,,76.338,,,,,,,,29107,,100.0,Latin America & Caribbean,High income,St. Martin (French part)
MAR,1998,3267000.0,1.13711730037799,66.008,,0.41495255,,23.3573595997066,17.4508507957776,17.6,0.24582,27621648,1668.49755859375,52.9553071144083,Middle East & North Africa,Lower middle income,Morocco
MCO,1998,278000.0,,81.605,,35.62358347,,,16.858835020724,,,32267,90947.2051224438,100.0,Europe & Central Asia,High income,Monaco
MDA,1998,19000.0,1.71667946074336,66.84,,0.160788913,11.2299995422,8.65718884845862,29.6773543312401,4.1,,2935227,578.734627562193,40.7304458618164,Europe & Central Asia,Upper middle income,Moldova
MDG,1998,,0.117373389900634,56.803,,0.083824374,,20.243241996267,10.6670756321701,82.7,0.0938,15489364,284.192923139852,24.405035318938,Sub-Saharan Africa,Low income,Madagascar
MDV,1998,396000.0,1.11696618946086,69.303,,0.586568102,,,23.150916521089,3.0,,272723,1980.38448396751,26.4739351451229,South Asia,Upper middle income,Maldives
MEX,1998,95214000.0,3.93727284285307,71.792,,3.534421225,1.1000000238,6.42954989242094,21.038629333295,12.2,0.28519,95575245,5832.69342004468,74.2716464717421,Latin America & Caribbean,Upper middle income,Mexico
MHL,1998,6400.00009536743,1.34180067404911,63.218,,0.64893537,,,4.79508808058635,19.6,,49717,2254.16054870567,67.8615149809697,East Asia & Pacific,Upper middle income,Marshall Islands
MKD,1998,157000.0,6.27491219185142,72.2975609756098,,1.494750711,5.1500000954,2.97560520328032,32.1556216997307,15.1,0.40842,2007523,1875.81662735988,59.3418252359274,Europe & Central Asia,Upper middle income,North Macedonia
MLI,1998,83000.0,0.0734753996186241,49.592,,0.042116764,0.2399999946,4.37771468002844,35.2004585780802,84.8,,10919573,356.64704402466,18.3643952818488,Sub-Saharan Africa,Low income,Mali
MLT,1998,1326000.0,5.5677845346456,77.5878048780488,,5.740645431,5.6100001335,27.2007267451877,16.3660641598624,0.0,,385287,10408.1156430599,93.089771322402,Middle East & North Africa,High income,Malta
MMR,1998,478000.0,0.179679997313163,59.896,,0.019130121,,11.5887587265709,41.5999405754095,83.4,0.03417,44257793,145.950830383757,27.1792847331724,East Asia & Pacific,Lower middle income,Myanmar
MNE,1998,,,73.2877804878049,,,,,26.2899256948971,,,607662,1405.81632669854,56.6690300072411,Europe & Central Asia,Upper middle income,Montenegro
MNG,1998,197000.0,3.27223073624867,62.0830731707317,,0.375527826,,8.70048130322103,26.6410393941665,3.7,0.16643,2323809,483.878066074871,56.6674861290427,East Asia & Pacific,Lower middle income,Mongolia
MNP,1998,490000.0,,73.573,,,,,3.90315055572135,0.0,,61337,,89.8728262435101,East Asia & Pacific,High income,Northern Mariana Islands
MOZ,1998,,0.0661211149352445,48.212,,0.039738359,,,16.0455757934517,94.0,,17340464,320.125121723292,28.8204506770301,Sub-Saharan Africa,Low income,Mozambique
MRT,1998,,0.440174123644734,59.89,,0.0,,,51.7403343918887,46.0,,2474651,821.266378551937,38.1919255436732,Sub-Saharan Africa,Lower middle income,Mauritania
MUS,1998,579000.0,1.87075552751975,70.6073170731707,,5.05891805,,25.9835631980145,14.5156293929169,33.5,0.25831,1160421,3641.62142564086,42.4821872861094,Sub-Saharan Africa,Upper middle income,Mauritius
MWI,1998,220000.0,0.0873523925467064,44.3,,0.097834084,1.3400000334,4.37768506824208,17.8536603322867,81.9,,10792876,236.045479450504,14.4227423983849,Sub-Saharan Africa,Low income,Malawi
MYS,1998,5551000.0,5.16367372384535,72.385,,10.08686533,,3.88131719937304,23.366198553003,4.5,0.39789,21906713,3294.30978444095,59.7202602034782,East Asia & Pacific,Upper middle income,Malaysia
NAM,1998,681000.0,1.05317342753592,54.767,,1.123302301,,,16.5912267763906,31.7,,1732745,2235.24515468625,30.6417040777766,Sub-Saharan Africa,Upper middle income,Namibia
NCL,1998,104000.0,8.82456559121976,72.677,,6.129086841,,,,8.5,,214047,16614.5978812179,60.9437958565548,East Asia & Pacific,High income,New Caledonia
NER,1998,41000.0,0.0906628671926782,47.807,,0.012427544,0.1199999973,7.31093421150566,56.5440187455244,93.1,,10741413,246.090855923026,15.9723119735718,Sub-Saharan Africa,Low income,Niger
NGA,1998,1357000.0,0.3253758213527,46.148,,0.017139352,,2.88454950964975,66.2769534227585,87.2,,119846254,1822.46998452473,41.6009143497997,Sub-Saharan Africa,Lower middle income,Nigeria
NIC,1998,483000.0,0.702581882058294,64.111,,0.368073346,,12.3788554726559,25.896139483388,60.5,,4883655,949.155373494771,54.9348900789023,Latin America & Caribbean,Lower middle income,Nicaragua
NLD,1998,9312000.0,11.3603815292711,77.8829268292683,0.480200659,21.31327693,5.0999999046,4.96635784387809,19.7226820288355,1.6,1.73966,15707209,27924.281808994,76.75231877333,Europe & Central Asia,High income,Netherlands
NOR,1998,3256000.0,8.52482023999292,78.3292682926829,,46.75432049,4.0,4.50999754865132,11.4502087078486,59.5,,4431464,34515.8977194734,75.3306335451989,Europe & Central Asia,High income,Norway
NPL,1998,464000.0,0.0985083984484806,61.532,,0.0,,23.6825443839895,41.4386899184178,90.5,,23680357,205.075246306069,27.9874840142543,South Asia,Lower middle income,Nepal
NRU,1998,,9.84772229958226,59.86,,8.191981496,,,5.78906404305023,0.0,,10198,2908.84986525428,100.0,East Asia & Pacific,High income,Nauru
NZL,1998,1485000.0,7.87131402359109,78.0853658536585,,20.73466868,6.1999998093,,8.26889774203577,27.3,,3815000,14738.4455703918,85.6005599181034,East Asia & Pacific,High income,New Zealand
OMN,1998,,7.35394815431585,72.882,,4.351950207,2.2000000477,5.72095939807484,44.2811289859223,0.0,,2222489,7219.02932432025,71.5922539210329,Middle East & North Africa,High income,Oman
PAK,1998,429000.0,0.738455959771246,61.134,,0.134796019,,6.07318405243037,56.2331706220169,51.6,0.10919,146522356,424.453697798497,32.5871723893723,South Asia,Lower middle income,Pakistan
PAN,1998,529000.0,2.04230910804003,72.785,,2.976698822,,5.98299952573784,18.8839900798698,31.4,0.28281,2893914,3807.83869182014,61.0086248345759,Latin America & Caribbean,High income,Panama
PER,1998,,1.10345789965836,68.724,,2.876425359,,13.1319511886583,62.146542899701,39.4,0.10072,25738095,2156.39377651613,72.0206806682894,Latin America & Caribbean,Upper middle income,Peru
PHL,1998,2149000.0,0.926989808175911,67.212,,2.327302138,,3.87039190760825,35.1767129881781,32.8,,75791024,982.865943728564,38.3932821236964,East Asia & Pacific,Lower middle income,Philippines
PLW,1998,64000.0,12.8673612610667,63.951,,,4.4,,6.10643564674767,0.0,,18524,8047.91621679983,70.1693100482288,East Asia & Pacific,Upper middle income,Palau
PNG,1998,,0.541264535043047,60.435,,0.108156936,,,15.2500517207119,67.7,,5166390,733.479860137662,13.4991868296818,East Asia & Pacific,Lower middle income,Papua New Guinea
POL,1998,88592000.0,8.41702747872081,72.9975609756098,,5.023560454,5.3000001907,19.2139838825132,27.4655304606998,6.5,0.65746,38663481,4533.5356551781,61.7057783335144,Europe & Central Asia,High income,Poland
PRI,1998,4671000.0,,74.556,,15.32268248,,,7.72428044335347,0.5,,3781101,14304.4049868015,93.9680239270876,Latin America & Caribbean,High income,Puerto Rico
PRK,1998,,2.62317489520501,60.887,,0.0,,,25.4052003847197,9.9,,23311564,,59.2945764843893,East Asia & Pacific,Low income,"Korea, Dem. People's Rep."
PRT,1998,11295000.0,5.69059779949127,75.7121951219512,,30.20441744,3.9000000954,18.8026950194386,13.6960749010545,22.4,0.62486,10160196,12199.206385024,53.063097347651,Europe & Central Asia,High income,Portugal
PRY,1998,9818000.0,0.884810711078712,69.507,,4.702393647,,2.51259431921397,25.1375308633246,67.4,,4900025,1889.88455618586,56.3338701365719,Latin America & Caribbean,Upper middle income,Paraguay
PSE,1998,200000.0,0.216594011023681,70.564,,,,34.7781153009545,23.1654780794806,16.4,,2776568,1465.04605685868,69.4998723632721,Middle East & North Africa,Upper middle income,West Bank and Gaza
PYF,1998,211000.0,1.95893614040004,77.842,,4.553651567,,,,10.1,,232891,16759.7141702526,56.1410902357594,East Asia & Pacific,High income,French Polynesia
QAT,1998,,58.8659993096307,74.872,,11.31778649,,,107.523570102621,0.1,,580540,17665.4399446972,95.9063773884453,Middle East & North Africa,High income,Qatar
ROU,1998,4831000.0,4.43545928831052,69.8073170731708,,2.901461931,7.3099999428,3.68658754332528,24.4908256286128,16.3,0.49541,22507344,1852.5549693339,53.2201892003114,Europe & Central Asia,High income,Romania
RUS,1998,16188000.0,10.1272991664453,67.029756097561,,0.507028324,11.1099996567,,23.4348417002841,3.6,0.95383,147670784,1834.86181640625,73.1912078857422,Europe & Central Asia,Upper middle income,Russian Federation
RWA,1998,,0.069082707998073,43.099,,0.063174027,,,38.3642873081792,90.8,,8081681,246.154673288384,13.3253915215227,Sub-Saharan Africa,Low income,Rwanda
SAU,1998,,10.4454160043995,71.957,,3.064200995,,,59.0828309702413,0.0,,14922185,9836.05729768574,79.5914231760733,Middle East & North Africa,High income,Saudi Arabia
SDN,1998,36000.0,0.14291034853417,58.308,,0.034359945,,0.327064595257563,35.2411454749766,81.9,,26458999,350.702880859375,32.2646062997555,Sub-Saharan Africa,Low income,Sudan
SEN,1998,,0.36403715580779,57.076,,0.296786944,0.400000006,12.9968226684731,46.9363332331812,48.0,,9502952,684.588105785786,40.2959748402772,Sub-Saharan Africa,Lower middle income,Senegal
SGP,1998,6242000.0,12.3795388740056,77.3,0.258645752,28.31395042,,3.21924078510657,21.7020044406446,0.4,1.73708,3927213,21829.2737831583,100.0,East Asia & Pacific,High income,Singapore
SLB,1998,15800.0001907349,0.366096410277414,66.89,,0.171997697,,3.60589629024228,9.11738565550395,52.5,,419071,1091.89096889326,15.2278000948096,East Asia & Pacific,Lower middle income,Solomon Islands
SLE,1998,,0.0951779267308366,42.714,,0.0,,11.8357725977314,22.7632073714456,94.6,,4295785,156.51811883387,35.1028239380579,Sub-Saharan Africa,Low income,Sierra Leone
SLV,1998,,1.005795242049,66.655,,2.32985669,,,39.6805742207381,51.7,0.08818,5880781,1859.73085887742,54.8269693353978,Latin America & Caribbean,Upper middle income,El Salvador
SMR,1998,3264000.0,,79.918,,19.15605647,,,19.6540287834331,,,26125,40126.93686908,93.2390030501725,Europe & Central Asia,High income,San Marino
SOM,1998,,0.0609543249811336,50.755,,0.0,,,17.9287104234127,92.5,,8155417,363.200013489992,32.2115159455126,Sub-Saharan Africa,Low income,Somalia
SRB,1998,,,72.1948780487805,,,,,27.0969827293456,15.5,0.69758,7567745,2775.47372982047,54.5737183011903,Europe & Central Asia,Upper middle income,Serbia
SSD,1998,,,19.048,,,,,25.0228971009463,,,5620068,,15.5621950281887,Sub-Saharan Africa,Low income,South Sudan
STP,1998,5599.99990463257,0.357305610937055,60.785,,0.0,,36.2727717032534,15.3634573622742,55.1,,140751,513.569380269738,51.1117219088898,Sub-Saharan Africa,Lower middle income,São Tomé and Principe
SUR,1998,70000.0,4.56825764797643,63.706,,1.300923229,,,27.1286403316657,,,457406,2428.58641994202,66.6552313249677,Latin America & Caribbean,Upper middle income,Suriname
SVK,1998,,7.50948758894325,72.5512195121951,,8.664253744,8.0,3.78875466346455,23.3017492402174,3.6,0.76234,5390516,4250.37387978468,56.3273931206821,Europe & Central Asia,High income,Slovak Republic
SVN,1998,977000.0,7.66661216605126,74.8073170731708,,8.127933756,5.6199998856,10.8009858873462,22.8526149255991,11.1,1.31033,1981629,11131.5666628231,50.4899621472228,Europe & Central Asia,High income,Slovenia
SWE,1998,2573000.0,5.98545979233472,79.3390243902439,,46.54174661,3.7999999523,4.76794492716849,11.0953571738518,35.5,,8850974,30605.3669074811,83.9840819295031,Europe & Central Asia,High income,Sweden
SWZ,1998,986000.0,1.18300814125412,50.066,,0.46758818,,4.82253624610078,19.9231565229335,56.8,,1019653,1546.51519325373,23.0294921563872,Sub-Saharan Africa,Lower middle income,Eswatini
SXM,1998,1339000.0,,73.9,,,,,,,,31193,,100.0,Latin America & Caribbean,High income,Sint Maarten (Dutch part)
SYC,1998,134000.0,5.48798924485706,71.7463414634146,,6.68263288,,51.5775390115505,10.5662627391829,1.9,,78846,8209.51444287,43.9534538495124,Sub-Saharan Africa,High income,Seychelles
SYR,1998,2464000.0,3.22227235756986,70.237,,0.0,1.5,,29.3702214366684,1.6,,15820413,960.837504927725,51.085856389276,Middle East & North Africa,Low income,Syrian Arab Republic
TCA,1998,,3.42810400233713,73.113,,,,,,0.5,,17212,,83.0088932086415,Latin America & Caribbean,High income,Turks and Caicos Islands
TCD,1998,41000.0,0.0193764661517893,47.802,,0.0,,,43.6648490709645,88.9,,7938840,219.779530915601,21.5945561484855,Sub-Saharan Africa,Low income,Chad
TGO,1998,69000.0,0.249219976050556,53.963,,0.158619478,,3.02227328314355,42.793281156701,77.8,,4551635,492.493381462559,32.199032024664,Sub-Saharan Africa,Low income,Togo
THA,1998,7843000.0,2.66809829907595,70.703,,3.201797801,,12.0682431845884,34.3793036941463,21.5,,61522630,1847.70379269771,28.7216489344742,East Asia & Pacific,Upper middle income,Thailand
TJK,1998,3200.00004768372,0.414705271326609,62.404,,0.006821721,6.9099998474,,23.0825712224577,55.8,,6176397,213.749145581577,26.8051784145572,Europe & Central Asia,Lower middle income,Tajikistan
TKM,1998,380000.0,7.27172340537857,63.966,,0.067696893,,,31.691168842081,0.1,,4410507,590.791293266381,45.3928311026819,Europe & Central Asia,Upper middle income,Turkmenistan
TLS,1998,,,48.583,,,,,15.3889543043472,,,942530,345.59090957317,23.461140722988,East Asia & Pacific,Lower middle income,Timor-Leste
TON,1998,35000.0,0.906037988366706,69.224,,0.128277237,,,4.91174442641808,1.2,,101388,1888.83194028282,22.9682257410741,East Asia & Pacific,Upper middle income,Tonga
TTO,1998,377000.0,15.1467475933474,68.331,,1.989078855,,12.1511853136431,14.524501462159,0.9,0.12715,1310225,4612.70900312686,55.8952417414289,Latin America & Caribbean,High income,Trinidad and Tobago
TUN,1998,4718000.0,1.89499468124023,72.067,,0.402990633,,23.5057912844037,19.1237125325468,14.5,,9541667,2285.01933541864,62.8945821796079,Middle East & North Africa,Lower middle income,Tunisia
